날짜,지점,발생건수(건)
20170706,경기,4582
20170707,경기,5037
20170708,경기,3970
20170709,경기,806
20170710,경기,5910
20170711,경기,5031
20170712,경기,4642
20170713,경기,4583
20170714,경기,4904
20170715,경기,4044
20170716,경기,929
20170717,경기,6804
20170718,경기,4804
20170719,경기,4607
20170720,경기,4630
20170721,경기,5122
20170722,경기,3964
20170723,경기,750
20170724,경기,6436
20170725,경기,4990
20170726,경기,4628
20170727,경기,4838
20170728,경기,5108
20170729,경기,3783
20170730,경기,801
20170731,경기,5904
20170801,경기,4950
20170802,경기,4346
20170803,경기,4186
20170804,경기,4494
20170805,경기,3102
20170806,경기,735
20170807,경기,6098
20170808,경기,4452
20170809,경기,4417
20170810,경기,4353
20170811,경기,4640
20170812,경기,3337
20170813,경기,673
20170814,경기,6000
20170815,경기,885
20170816,경기,5929
20170817,경기,4515
20170818,경기,4902
20170819,경기,3859
20170820,경기,737
20170821,경기,6183
20170822,경기,4669
20170823,경기,4377
20170824,경기,4041
20170825,경기,4977
20170826,경기,4074
20170827,경기,921
20170828,경기,6859
20170829,경기,5386
20170830,경기,5530
20170831,경기,5240
20170901,경기,6118
20170902,경기,4739
20170903,경기,964
20170904,경기,7821
20170905,경기,5777
20170906,경기,5276
20170907,경기,5487
20170908,경기,6096
20170909,경기,5049
20170910,경기,1148
20170911,경기,8276
20170912,경기,5671
20170913,경기,6082
20170914,경기,6022
20170915,경기,6811
20170916,경기,5655
20170917,경기,1119
20170918,경기,8798
20170919,경기,6007
20170920,경기,6242
20170921,경기,6284
20170922,경기,6749
20170923,경기,5621
20170924,경기,1143
20170925,경기,8588
20170926,경기,6541
20170927,경기,6585
20170928,경기,6772
20170929,경기,8624
20170930,경기,7196
20171001,경기,1599
20171002,경기,9392
20171003,경기,1423
20171004,경기,499
20171005,경기,1376
20171006,경기,3225
20171007,경기,4791
20171008,경기,1063
20171009,경기,2448
20171010,경기,8346
20171011,경기,5848
20171012,경기,6100
20171013,경기,6446
20171014,경기,5211
20171015,경기,1062
20171016,경기,8198
20171017,경기,6011
20171018,경기,5687
20171019,경기,5922
20171020,경기,6607
20171021,경기,5358
20171022,경기,1197
20171023,경기,9257
20171024,경기,6603
20171025,경기,6699
20171026,경기,6691
20171027,경기,7181
20171028,경기,6183
20171029,경기,1517
20171030,경기,10281
20171031,경기,7065
20171101,경기,7369
20171102,경기,7190
20171103,경기,7861
20171104,경기,6573
20171105,경기,1510
20171106,경기,10321
20171107,경기,7472
20171108,경기,7098
20171109,경기,7187
20171110,경기,7576
20171111,경기,7082
20171112,경기,1671
20171113,경기,10966
20171114,경기,7758
20171115,경기,7548
20171116,경기,7658
20171117,경기,8602
20171118,경기,6810
20171119,경기,1612
20171120,경기,11103
20171121,경기,7759
20171122,경기,7559
20171123,경기,7541
20171124,경기,8027
20171125,경기,6840
20171126,경기,1560
20171127,경기,11074
20171128,경기,7711
20171129,경기,7573
20171130,경기,7689
20171201,경기,8777
20171202,경기,7370
20171203,경기,1710
20171204,경기,11265
20171205,경기,7637
20171206,경기,7702
20171207,경기,7860
20171208,경기,8637
20171209,경기,7315
20171210,경기,1611
20171211,경기,11070
20171212,경기,7538
20171213,경기,7781
20171214,경기,8130
20171215,경기,9000
20171216,경기,7115
20171217,경기,1550
20171218,경기,11086
20171219,경기,8457
20171220,경기,8117
20171221,경기,8353
20171222,경기,9409
20171223,경기,8078
20171224,경기,1545
20171225,경기,1968
20171226,경기,13444
20171227,경기,8762
20171228,경기,9265
20171229,경기,10870
20171230,경기,8049
20171231,경기,1522
20180101,경기,2019
20180102,경기,13445
20180103,경기,8686
20180104,경기,8581
20180105,경기,9876
20180106,경기,7344
20180107,경기,1196
20180108,경기,11725
20180109,경기,8093
20180110,경기,7683
20180111,경기,7657
20180112,경기,8086
20180113,경기,6361
20180114,경기,1176
20180115,경기,10951
20180116,경기,7609
20180117,경기,7517
20180118,경기,7280
20180119,경기,8122
20180120,경기,5866
20180121,경기,996
20180122,경기,9851
20180123,경기,6407
20180124,경기,6106
20180125,경기,6334
20180126,경기,6771
20180127,경기,5329
20180128,경기,978
20180129,경기,8781
20180130,경기,6437
20180131,경기,5971
20180201,경기,6561
20180202,경기,6941
20180203,경기,5082
20180204,경기,979
20180205,경기,8368
20180206,경기,6031
20180207,경기,6031
20180208,경기,6291
20180209,경기,6803
20180210,경기,5142
20180211,경기,1058
20180212,경기,8768
20180213,경기,7339
20180214,경기,8977
20180215,경기,1555
20180216,경기,326
20180217,경기,1179
20180218,경기,1313
20180219,경기,9689
20180220,경기,6159
20180221,경기,5817
20180222,경기,5834
20180223,경기,5867
20180224,경기,4555
20180225,경기,864
20180226,경기,8072
20180227,경기,5963
20180228,경기,5778
20180301,경기,1599
20180302,경기,7875
20180303,경기,4547
20180304,경기,949
20180305,경기,7477
20180306,경기,5329
20180307,경기,5267
20180308,경기,5365
20180309,경기,6078
20180310,경기,4924
20180311,경기,1142
20180312,경기,8144
20180313,경기,6193
20180314,경기,5963
20180315,경기,5459
20180316,경기,6958
20180317,경기,5768
20180318,경기,1577
20180319,경기,9461
20180320,경기,6935
20180321,경기,6423
20180322,경기,7026
20180323,경기,7591
20180324,경기,6183
20180325,경기,1548
20180326,경기,9752
20180327,경기,7117
20180328,경기,7101
20180329,경기,6901
20180330,경기,7334
20180331,경기,6202
20180401,경기,1934
20180402,경기,9888
20180403,경기,7079
20180404,경기,7102
20180405,경기,6679
20180406,경기,7920
20180407,경기,6615
20180408,경기,1508
20180409,경기,10383
20180410,경기,7466
20180411,경기,7203
20180412,경기,7195
20180413,경기,7938
20180414,경기,6380
20180415,경기,1583
20180416,경기,10493
20180417,경기,7517
20180418,경기,7345
20180419,경기,7464
20180420,경기,8161
20180421,경기,6640
20180422,경기,1601
20180423,경기,9769
20180424,경기,8063
20180425,경기,7515
20180426,경기,7690
20180427,경기,8555
20180428,경기,6939
20180429,경기,1603
20180430,경기,11318
20180501,경기,7144
20180502,경기,7731
20180503,경기,7980
20180504,경기,9770
20180505,경기,2219
20180506,경기,1393
20180507,경기,5063
20180508,경기,9999
20180509,경기,7559
20180510,경기,7250
20180511,경기,8031
20180512,경기,6152
20180513,경기,1517
20180514,경기,10135
20180515,경기,6780
20180516,경기,6408
20180517,경기,6598
20180518,경기,7388
20180519,경기,5706
20180520,경기,1337
20180521,경기,10221
20180522,경기,1744
20180523,경기,8635
20180524,경기,6927
20180525,경기,7552
20180526,경기,5739
20180527,경기,1199
20180528,경기,9378
20180529,경기,6351
20180530,경기,6391
20180531,경기,6254
20180601,경기,7409
20180602,경기,5364
20180603,경기,1206
20180604,경기,9192
20180605,경기,6734
20180606,경기,1531
20180607,경기,7592
20180608,경기,6678
20180609,경기,4880
20180610,경기,1153
20180611,경기,8193
20180612,경기,5974
20180613,경기,2569
20180614,경기,6469
20180615,경기,6144
20180616,경기,4480
20180617,경기,919
20180618,경기,7608
20180619,경기,5281
20180620,경기,5371
20180621,경기,5332
20180622,경기,5587
20180623,경기,4353
20180624,경기,968
20180625,경기,7286
20180626,경기,4595
20180627,경기,5318
20180628,경기,4802
20180629,경기,5389
20180630,경기,4041
20160101,경남,771
20160102,경남,2838
20160103,경남,324
20160104,경남,4344
20160105,경남,2942
20160106,경남,2800
20160107,경남,2741
20160108,경남,3003
20160109,경남,2358
20160110,경남,206
20160111,경남,3929
20160112,경남,2673
20160113,경남,2583
20160114,경남,2551
20160115,경남,2844
20160116,경남,2203
20160117,경남,239
20160118,경남,3804
20160119,경남,2380
20160120,경남,2611
20160121,경남,2599
20160122,경남,2773
20160123,경남,2249
20160124,경남,191
20160125,경남,3610
20160126,경남,2650
20160127,경남,2672
20160128,경남,2492
20160129,경남,2674
20160130,경남,2351
20160131,경남,215
20160201,경남,4345
20160202,경남,2886
20160203,경남,2953
20160204,경남,3203
20160205,경남,4064
20160206,경남,3067
20160207,경남,308
20160208,경남,104
20160209,경남,429
20160210,경남,1826
20160211,경남,4679
20160212,경남,3287
20160213,경남,2978
20160214,경남,263
20160215,경남,4328
20160216,경남,2917
20160217,경남,2918
20160218,경남,2752
20160219,경남,3158
20160220,경남,2499
20160221,경남,236
20160222,경남,4003
20160223,경남,2941
20160224,경남,2790
20160225,경남,2706
20160226,경남,3213
20160227,경남,2212
20160228,경남,261
20160229,경남,4129
20160301,경남,935
20160302,경남,3454
20160303,경남,2642
20160304,경남,2394
20160305,경남,2242
20160306,경남,200
20160307,경남,3469
20160308,경남,2327
20160309,경남,2425
20160310,경남,2332
20160311,경남,2753
20160312,경남,2387
20160313,경남,272
20160314,경남,3778
20160315,경남,2685
20160316,경남,2694
20160317,경남,2754
20160318,경남,2841
20160319,경남,2571
20160320,경남,262
20160321,경남,4086
20160322,경남,3003
20160323,경남,2905
20160324,경남,2880
20160325,경남,3220
20160326,경남,2794
20160327,경남,302
20160328,경남,4364
20160329,경남,3067
20160330,경남,2853
20160331,경남,2803
20160401,경남,3518
20160402,경남,2587
20160403,경남,281
20160404,경남,4100
20160405,경남,2660
20160406,경남,2810
20160407,경남,2750
20160408,경남,2847
20160409,경남,2391
20160410,경남,264
20160411,경남,4064
20160412,경남,2925
20160413,경남,1438
20160414,경남,2986
20160415,경남,2864
20160416,경남,2434
20160417,경남,254
20160418,경남,3944
20160419,경남,2699
20160420,경남,2642
20160421,경남,2557
20160422,경남,2836
20160423,경남,2248
20160424,경남,214
20160425,경남,3818
20160426,경남,2673
20160427,경남,2614
20160428,경남,2786
20160429,경남,2943
20160430,경남,2290
20160501,경남,626
20160502,경남,3900
20160503,경남,2454
20160504,경남,3305
20160505,경남,448
20160506,경남,2872
20160507,경남,2094
20160508,경남,264
20160509,경남,3972
20160510,경남,2464
20160511,경남,2676
20160512,경남,2422
20160513,경남,2883
20160514,경남,730
20160515,경남,236
20160516,경남,4029
20160517,경남,2516
20160518,경남,2365
20160519,경남,2437
20160520,경남,2636
20160521,경남,1989
20160522,경남,256
20160523,경남,3588
20160524,경남,2301
20160525,경남,2414
20160526,경남,2357
20160527,경남,2614
20160528,경남,1986
20160529,경남,195
20160530,경남,3279
20160531,경남,2257
20160601,경남,2521
20160602,경남,2249
20160603,경남,2520
20160604,경남,1862
20160605,경남,190
20160606,경남,631
20160607,경남,3150
20160608,경남,1991
20160609,경남,1813
20160610,경남,2086
20160611,경남,1567
20160612,경남,171
20160613,경남,2548
20160614,경남,1791
20160615,경남,1803
20160616,경남,1737
20160617,경남,1894
20160618,경남,1479
20160619,경남,138
20160620,경남,2511
20160621,경남,1805
20160622,경남,1667
20160623,경남,1851
20160624,경남,1773
20160625,경남,1394
20160626,경남,94
20160627,경남,2530
20160628,경남,1811
20160629,경남,1732
20160630,경남,1646
20160701,경남,1920
20160702,경남,1443
20160703,경남,141
20160704,경남,2415
20160705,경남,1656
20160706,경남,1496
20160707,경남,1567
20160708,경남,1698
20160709,경남,1187
20160710,경남,126
20160711,경남,2099
20160712,경남,1568
20160713,경남,1614
20160714,경남,1545
20160715,경남,1667
20160716,경남,1343
20160717,경남,131
20160718,경남,2299
20160719,경남,1640
20160720,경남,1529
20160721,경남,1617
20160722,경남,1732
20160723,경남,1279
20160724,경남,145
20160725,경남,2198
20160726,경남,1708
20160727,경남,1675
20160728,경남,1596
20160729,경남,1653
20160730,경남,1136
20160731,경남,118
20160801,경남,2091
20160802,경남,1396
20160803,경남,1444
20160804,경남,1365
20160805,경남,1602
20160806,경남,1074
20160807,경남,120
20160808,경남,2013
20160809,경남,1581
20160810,경남,1384
20160811,경남,1478
20160812,경남,1511
20160813,경남,1113
20160814,경남,127
20160815,경남,368
20160816,경남,2235
20160817,경남,1482
20160818,경남,1495
20160819,경남,1739
20160820,경남,1322
20160821,경남,146
20160822,경남,2344
20160823,경남,1726
20160824,경남,1556
20160825,경남,1657
20160826,경남,1840
20160827,경남,1592
20160828,경남,146
20160829,경남,2853
20160830,경남,1847
20160831,경남,1953
20160901,경남,2199
20160902,경남,1785
20160903,경남,1686
20160904,경남,200
20160905,경남,2715
20160906,경남,1902
20160907,경남,1915
20160908,경남,1982
20160909,경남,2305
20160910,경남,1962
20160911,경남,221
20160912,경남,3586
20160913,경남,3292
20160914,경남,620
20160915,경남,77
